digital_entity_id,digital_entity_type,access_uri,web_statement,format,license,rights,rights_uri,access_rights,rights_holder,source,source_uri,creator,created,modified,language
5e9d225c-dcd5-40a4-950f-e21d29f94e40,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67269972018830404625.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
80e44470-ba7e-4828-9eb1-01a41ac9cb0f,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp62498432861399465677.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
bc68e0ad-e179-4b97-ae0f-2a5f4ea71e44,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp63907438445171846203.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
8640d37f-2ea1-4ed7-b187-a8fb59985682,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp64848839647138277837.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
b6c823f4-e01d-47dc-8e62-6ff7440c4273,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61052903498406086687.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
b2ec89a9-e27d-44ff-9cbe-8db981f97620,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp65365530554603789020.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
f05a6099-10db-450e-9de1-52cae1d6df4d,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67574053701031175314.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
b3d321e8-6842-4c5e-bef7-a342bb6040ad,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66954741021531939572.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
070f2b78-50cf-4e8d-acf4-937415edd505,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp62707127243073542324.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
7fe39a7c-81be-446d-97c1-9f862929ae82,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp65275492967345878877.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
c3cd575d-7ae4-4319-9203-fb95e074f23d,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68467303941352009530.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
e8fce46a-1044-4d7e-aa93-08a9cb48160f,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp62345321320690087135.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
657398ae-759b-4f4c-98c5-458ac558b426,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61033933655202205936.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
a33c6c63-7cce-4858-82db-c6aedec005f7,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp6268967555530407003.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
d7914e89-4dda-41d3-aa5b-4ca7a86cbf29,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67691845747084191201.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
3d710c9e-2fd4-487f-be1c-f9da764c8f51,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp62083678273028996525.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
29ee7b5f-8bd3-4db2-b201-4f010756f080,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66213715342136095691.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
be2ac5fe-119f-4b2d-bea5-03b3702e46fa,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68748659330426109900.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
7b502ac4-3da8-4773-9dca-71f65b4bac83,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61233909736665232849.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
33ef6b50-0bb4-4f3d-bf04-3f17043450b7,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp63729814590392103206.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
beca5b5f-6b0f-4ea9-8911-baa84e144681,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp63640992511561866206.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
db38f98e-7d89-4f51-86ad-1e5aceb62940,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61691352568732559120.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
7cc3be49-af98-42d7-b921-ec8c306c7a88,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp63705889101100463267.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
c57a8ef6-bacb-4f4d-8947-777a96b04607,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66598102226684978816.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
78c61f40-6838-4c7e-bd3d-78591e5522bb,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67477105184167076079.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
faa64ab9-5e8c-435b-8e29-c01f394738a6,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp64407621838218359524.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
e479ff7e-2530-4072-968d-1429a1c42269,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61310994478867977417.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
e3dbd839-83a0-4d0a-a55f-a0964a2efc82,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68247637303416572173.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
9f49041c-58c3-4f96-8af5-152100901dd2,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp65681464979936661870.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
687d1293-cf35-4115-b7d5-3b4fcf154fd6,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68924094998775860442.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
c68c8c6d-0f78-48fb-862f-269c37134960,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61438715151192059996.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
4e5796f1-9001-4468-b81b-3e604403a26d,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp64425411459206538248.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
c5b13f28-550a-4624-9d47-dd4ea46e023e,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68513906146792620050.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
e7b05e4a-c653-4b76-b0de-e19ffcfb117d,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66628774208011773263.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
5f59f3e1-9715-49ee-af3c-d652fed6bab1,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp69208400265120050638.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
ab5b24c0-36c2-4ba4-83e9-21cc10fa3b54,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp62590085228503301624.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
ed82f916-a117-41ab-9408-6ddbabff22be,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp65424692433056459577.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
66fd7ea8-005a-42aa-a45e-f111783af11e,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp63312342387546742549.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
43882da1-15bb-4684-8e48-06e68f636a33,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp6391848675377275968.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
04b9957c-5c68-4c8a-99b7-32fb6e7684ff,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp63871092268525156725.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
bce3af24-4529-44fa-8f42-51ecb963868b,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66330438920555000765.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
1c126da7-6707-4b62-ac31-6623aff9d108,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp63467357844024795499.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
94d70b32-30cb-4e0c-bd30-07b306e7fc23,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp65414551315644438389.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
3323a7be-3143-4262-a2aa-219f48a05cb5,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp64489079216550901595.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
82c6621b-5ecf-4736-9675-b529809ef0d5,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp65332255218207029644.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
7f315f4c-7146-4643-bb8f-dbe98c175cdf,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66648187429448628796.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
6e50cee8-7867-4077-8c5d-21c34e89cc92,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68839163774088309390.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
8927cf48-6fc5-4ce0-92e1-9b30ab9066ae,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp69202655716057470891.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
eef62a25-039c-4bf3-bc4f-1f84618cfe88,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp65644537409467355916.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
da3a195a-8212-407d-aeda-94344ba26126,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67812155857459356693.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
62a10a0e-0c72-4e5f-a1e9-2c62ad9ce676,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp64309725327550955896.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
370d566d-758a-409e-b98c-769efb1dd00f,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp6158694989802695860.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
4d7e2347-581c-407d-a5a3-cee1c783e6c5,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68439571695195125955.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
2dfb1d80-bdfa-4d10-ac0e-f66495810dc9,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp6712863038741366609.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
fb36f6bb-1148-4583-810d-f47665271e34,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67029581004089562930.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
70f196b7-d609-4a60-8300-08d16cd13264,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68681094383483373287.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
1c67ac54-376d-4287-9cab-4ad0ec3eccc9,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp636037750271201760.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
49c560ab-30e8-41e0-95ac-c88844fdc381,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66427904300302781298.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
0c891fe0-2c1d-44cd-9a8b-17de00ff2870,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68232828405495733857.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
6717f507-3f78-4dda-92fe-148316aaae47,StillImage,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp64162078375995967456.att.jpg,,image/jpeg,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,https://creativecommons.org/licenses/by/4.0/legalcode,,University of Kansas Biodiversity Institute,,,"User, Test C",10/3/2012,10/3/2012,
