location_id,parent_location_id,higher_geography_id,higher_geography,continent,water_body,island_group,island,country,country_code,state_province,county,municipality,locality,minimum_elevation_in_meters,maximum_elevation_in_meters,minimum_distance_above_surface_in_meters,maximum_distance_above_surface_in_meters,minimum_depth_in_meters,maximum_depth_in_meters,vertical_datum,location_according_to,location_remarks,accepted_georeference_id,accepted_geological_context_id
63a7ceb5af257078009c9398cc842c4b164d6ba4,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,BCANASTA,2138.0,,,,,,,,,,
5b2898220ff8e9d32e26cae6f79e1144e52df30b,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,HCONALEP,2127.0,,,,,,,,,,
0c62cf3d1bf113881d5b341888aab2d9de202992,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,CLARISAS,2129.0,,,,,,,,,,
7d34a1774a05cdfa32c6ad096bae92b5f7d566d2,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,BEXP,2125.0,,,,,,,,,,
275f389d05ad092c0f884387ccecf03c8614aa99,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,BUNICH,2147.0,,,,,,,,,,
2a7aa2cecd75195fbf1590efd4fd30e10d61d832,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,TONO,2168.0,,,,,,,,,,
6ee2c01a3196c08ffa573db56bcb4d70122eb45d,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,BCERRITO,2151.0,,,,,,,,,,
5c2229620023d4cb2e1e5e6c00a62c8905b62a0a,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,KEES,2168.0,,,,,,,,,,
c328e86e0452fd9e5e5954b2c0cdf3c3b3f49884,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,BEST,2174.0,,,,,,,,,,
7ec924f641e502288eb8c22905c3c31d1513dc26,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,LYLY,2166.0,,,,,,,,,,
33670f3a593248ec0d782022297eb669c2517895,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,BH,2136.0,,,,,,,,,,
d66ec551ad2e7c7a88efbf44c5b68b555abd5457,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,ECOSUR,2133.0,,,,,,,,,,
fe4fc17e8a3ad046e1e14ab62ebcac78db5cf3ae,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,CASAPAN,2144.0,,,,,,,,,,
a63a78d0e139cea19d5eaf34ab1bc13c66f1df0c,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,CARME,2174.0,,,,,,,,,,
a590be0a7ae785bc32675ca55ea728024e91c45f,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,BREYES,2161.0,,,,,,,,,,
8430d5e81de472210623a36258df159a8dc5758c,,,,,,,,México,MX,Chiapas,,Frontera Comalapa,tecnologico,681.0,,,,,,,,,,
