"llaveejemplar","location_id","parent_location_id","higher_geography_id","higher_geography","continent","waterbody","islandgroup","island","nombrepaismapa","country_code","state_province","county","municipality","locality","minimum_elevation_in_meters","maximum_elevation_in_meters","minimum_distance_above_surface_in_meters","maximum_distance_above_surface_in_meters","minimum_depth_in_meters","maximum_depth_in_meters","vertical_datum","location_according_to","location_remarks","accepted_georreference_id","accepted_georreference_context_id"
"a824bc13736f02840701675c1bc3da18","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTO DOMINGO TEHUANTEPEC","","Santo Domingo Tehuantepec","","","20.0","","","","","Gacetero","","",""
"a829afc56e7aa49d44d92955d0b2eadd","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SAN LUIS POTOSI","CEDRAL","","Rinconada","","","1660.0","","","","","Gacetero | INEGI, 2005","","",""
"a82b0b3bac3b714dd2de7cfe06f4bea1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","Marcatillo","","","9999.0","","","","","","","",""
"a833a94aba5dc049d074a9bead8497de","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","YUCATAN","MERIDA","","Mérida","","","9.0","","","","","Gacetero","","",""
"a834732730ca22c31272b4956aae5354","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","ZACATECAS","LUIS MOYA","","Luis Moya","","","2001.0","","","","","Gacetero | INEGI, 2005","","",""
"a839712737f8831e7df0bb802bcded97","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""C.A.D.N.R. 043 Estado de Nayarit"", ""tipo"":""Federal"", ""distancia"":""3.387 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","ATENGUILLO","","San José de Los Andrade","","","1550.0","","","","","Gacetero | INEGI, 2005","","",""
"a83c2411129be96d492be9151ecd4562","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUERRERO","ATENANGO DEL RIO","","Atenango del Río","","","640.0","","","","","Gacetero | INEGI, 2005","","",""
"a83d350e7b16323e895d5548cb3c4ecb","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","PLUMA HIDALGO","","Pluma Hidalgo","","","1300.0","","","","","Gacetero | INEGI, 2005","","",""
"a83dbb40cecdda767230e9aa0a22236b","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","HIDALGO","VILLA DE TEZONTEPEC","","VILLA DE TEZONTEPEC","","","2326.0","","","","","Gacetero | INEGI, 2005","","",""
"a8447111cbc9122da620bef442c31712","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","MADERA","","Nuevo Madera","","","2250.0","","","","","Gacetero | INEGI, 2005","","",""
"a8491948b43a79e45a83f50ef689d7f0","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"a84adda18800457961a83e9f5ac9b434","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","SIMOJOVEL","","Santa Anita","","","940.0","","","","","Gacetero | INEGI, 2005","","",""
"a84ce89a59746727e40d98604109da06","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SINALOA","BADIRAGUATO","","La Amapa","","","520.0","","","","","Gacetero | INEGI, 2005","","",""
"a84d7ddd2da307579d531f512970b8dc","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","ALTOTONGA","","Magueyitos","","","2380.0","","","","","Gacetero | INEGI, 2005","","",""
"a85014d207455c7526daca0b2ba8f511","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","CAÑADA MORELOS","","San Antonio","","","2340.0","","","","","Gacetero | INEGI, 2005","","",""
"a850814e6d24db24a46bbde2d98bffc0","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Parque Estatal Ruta Huichola: Ruta Huichola en Zacatecas"", ""tipo"":""Estatal"", ""distancia"":""3.366 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","ZACATECAS","JEREZ","","Hacienda Ciénega","","","2100.0","","","","","Gacetero | INEGI, 2005","","",""
"a85aea119501f43fdbc36d5ee06e99a8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","TARANDACUAO","","Ejido San José de Porto","","","2001.0","","","","","Gacetero | INEGI, 2005","","",""
"a85cc3bb0078bb5673c8ba6dc24697f0","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","IXHUATAN","","Chapayal Grande","","","779.0","","","","","Gacetero | INEGI, 2005","","",""
"a85efd6575e7ac5bb2cd486f3c66b667","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN PEDRO OCOPETATILLO","","San Pedro Ocopetatillo","","","1760.0","","","","","Gacetero | INEGI, 2005","","",""
"a862d64ab6640e1fc0f0450818473003","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUERRERO","ATENANGO DEL RIO","","Tuzantlán","","","940.0","","","","","Gacetero | INEGI, 2005","","",""
"a8667c627105b6a28e347d7e3706d596","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","TEQUILA","","La Toma, 3 Km NNW de Tequila","","","1200.0","","","","","Gacetero","","",""
"a866b5d090459612707646bc29054a0b","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","APATZINGAN","","APATZINGAN","","","320.0","","","","","Gacetero | INEGI, 2005","","",""
"a866f56615ca870bff74a18afb36a09e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","JITOTOL","","Jitotol","","","1650.0","","","","","Gacetero | INEGI, 2005","","",""
"a867dadda76286fb3b79c5861f15b9b4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN BARTOLOME AYAUTLA","","FINCA CARLOTA","","","900.0","","","","","Gacetero | INEGI, 2005","","",""
"a868de9693c9b739ba7aa77477d57aae","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","DURANGO","TAMAZULA","","San José del Palmar","","","500.0","","","","","Gacetero | INEGI, 2005","","",""
"a869edfbf66b43c9006c3d9071c399b0","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","GOMEZ FARIAS","","San José Babicora","","","2160.0","","","","","Gacetero | INEGI, 2005","","",""
"a86f3224b976a480ed68417c60a51fe3","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","ATEMPAN","","Atempan","","","1860.0","","","","","Gacetero","","",""
"a87810884b6c4a75ff6511cfb9eab573","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","GOMEZ FARIAS","","Colonia Libertad","","","2100.0","","","","","Gacetero","","",""
"a87cd3d26a911bbca71b8862b37e8396","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","MAZAPILTEPEC DE JUAREZ","","Mazapiltepec","","","2400.0","","","","","Gacetero | INEGI, 2005","","",""
"a88008c59e1dbe6887d0882dd6aa8da6","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""La Encrucijada"", ""tipo"":""Federal"", ""distancia"":""0.442 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","PIJIJIAPAN","","Las Brisas","","","6.0","","","","","Gacetero | INEGI, 2005","","",""
"a881778393c4621fd9979fab09d638d6","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Parque Estatal para la protección y fomento del Santuario del agua Laguna de Zumpango"", ""tipo"":""Estatal"", ""distancia"":""0.305 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","HUEHUETOCA","","Huehuetoca","","","2250.0","","","","","Gacetero | INEGI, 2005","","",""
"a88a50cf9b7d340f8607e839ed6f95d3","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Laguna de Yuriria y su Zona de Influencia"", ""tipo"":""Estatal"", ""distancia"":""0 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","YURIRIA","","Puquichapio","","","1740.0","","","","","Gacetero | INEGI, 2005","","",""
"a88e70a12509259f4e1f2b662d0ca1a2","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","ARANDAS","","AMARILLO","","","2100.0","","","","","Gacetero","","",""
"a88f15a29763d7c150d0d889067e5737","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","QUERETARO","AMEALCO DE BONFIL","","El Boral","","","2570.0","","","","","Gacetero | INEGI, 2005","","",""
"a890ddb3ad5d11a1a3bf33e86f75b349","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""La Sepultura"", ""tipo"":""Federal"", ""distancia"":""0.341 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CINTALAPA","","Rosendo Salazar","","","700.0","","","","","Gacetero | INEGI, 2005","","",""
"a8a127d0c724e43695c17e3851d330a7","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","DURANGO","VICENTE GUERRERO","","Vicente Guerrero","","","2041.0","","","","","Gacetero | INEGI, 2005","","",""
"a8a2eede469ff6d190ea5fd03213ac9c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","Urladero","","","2560.0","","","","","","","",""
"a8a31ad53a3fcb3275f8c2bf271aceeb","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","IGNACIO ZARAGOZA","","PEÑITAS","","","2200.0","","","","","Gacetero | INEGI, 2005","","",""
"a8abb092a3a89fe8e205c524c70af9e0","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","NAUZONTLA","","Nauzontla","","","1460.0","","","","","Gacetero | INEGI, 2005","","",""
"a8b19c50b3645d20ce5c3c252772e5cf","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","YURIRIA","","Rancho Viejo","","","1770.0","","","","","Gacetero | INEGI, 2005","","",""
"a8b5ab1480e70e8efaa9ea54c07ecaba","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","LARRAINZAR","","Tentik","","","2100.0","","","","","Gacetero | INEGI, 2005","","",""
"a8b818189c46e295f0e678cc63fcce23","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Barrancas de los ríos Santiago y Verde"", ""tipo"":""Estatal"", ""distancia"":""2.927 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","ACATIC","","Corral Falso, rumbo a Palo Colorado","","","1840.0","","","","","Gacetero","","",""
"a8bae59ef144674adc2c08d3aa52bdc6","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN DIONISIO OCOTLAN","","San Dionisio Ocotlán","","","1500.0","","","","","Gacetero | INEGI, 2005","","",""
"a8c05afa91aeb6f9d823c3308d3b56e5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUERRERO","TELOLOAPAN","","Puente Arroyo Seco","","","1401.0","","","","","Gacetero | INEGI, 2005","","",""
"a8c48da1fa999f9d6f515e2e860f9b14","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","PUEBLA","","Xonacatepec","","","2330.0","","","","","Gacetero | INEGI, 2005","","",""
"a8cb6b09de5d260627abd74bd2f5cc94","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","SILTEPEC","","Siltepec","","","1532.0","","","","","Gacetero","","",""
"a8cdb98f650159bab13a5f4a67833e43","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","HUIXTAN","","Chempil","","","2136.0","","","","","Gacetero","","",""
"a8cde43bb7901e7cc2c8094a980becdb","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUERRERO","IXCATEOPAN DE CUAUHTEMOC","","Pachivia","","","1401.0","","","","","Gacetero | INEGI, 2005","","",""
"a8d126233dc5a2c93e87f1b5238e20e7","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Sierra Morelos"", ""tipo"":""Estatal"", ""distancia"":""0.547 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","TOLUCA","","Mercado de Toluca","","","2680.0","","","","","Gacetero | INEGI, 2005","","",""
"a8d2436154a3bd6108192137374f51e4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CHIAPA DE CORZO","","América Libre","","","400.0","","","","","Gacetero | INEGI, 2005","","",""
"a8e3ceb4efdc54faccbde358dcfa4285","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SAN LUIS POTOSI","TAMPACAN","","Tampacán","","","310.0","","","","","Gacetero","","",""
"a8e7169fa4219fdf5888d95f382c6336","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","HUEJOTZINGO","","Santa Ana Xalmimilulco","","","2220.0","","","","","Gacetero | INEGI, 2005","","",""
"a8efd3f7b8cc5ad1d3596ffd65116c66","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN MATEO RIO HONDO","","San Mateo Rio Hondo","","","2340.0","","","","","Gacetero | INEGI, 2005","","",""
"a8f248d2ba90a1d86d9ab60cd5752c46","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","ZAMORA","","ZAMORA","","","1580.0","","","","","Gacetero | INEGI, 2005","","",""
"a8f53090e8df7d5bac12666455a27737","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","DURANGO","DURANGO","","Nuevo Francisco Villa, 3 Km este","","","2001.0","","","","","Gacetero | INEGI, 2005","","",""
"a8f8a560316678bd322efc498bd47828","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","PATZCUARO","","Canembaro","","","3001.0","","","","","Gacetero | INEGI, 2005","","",""
"a8fc90a5c96543d071210ae9d1c33e81","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","TEOCALTICHE","","Soyatal Ejido Los Llanos","","","1860.0","","","","","Gacetero | INEGI, 2005","","",""
"a8fe276e8fa0b239c0aed1f33a7dd57d","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","IXTLAN DE JUAREZ","","Ixtlán de Juárez","","","2030.0","","","","","Gacetero | INEGI, 2005","","",""
"a902ac3df9f48fb37d92874be4d082c8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","HIDALGO","IXMIQUILPAN","","Paraje: El Bothey, Pueblo: La Lagunita","","","2725.0","","","","","Gacetero","","",""
"a909ef630976eda5892eb1f7b8e7d499","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","HIDALGO","LOLOTLA","","Ixtlahuaca","","","1420.0","","","","","Gacetero | INEGI, 2005","","",""
"a91e0000ab3896fb41f2de8b56a4e5d5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TLAXCALA","CUAPIAXTLA","","Cuapiaxtla","","","2440.0","","","","","Gacetero | INEGI, 2005","","",""
