reference_id,reference_type,bibliograohic_citation,reference_year,reference_iri,is_peer_reviewed
68664775-cf47-4c58-8149-49d70cf43163,JOURNAL_ARTICLE,"Recent collections of the Slenderhead Darter, Percina phoxocephala (Nelson), from the Kansas River Basin. Trans. Kan. Acad. Sci.. 110(1/2): 127-128",2007,https://doi.org/10.1660/0022-8443(2007)110%5B127:RCOTSD%5D2.0.CO;2,
e83b2f32-fb14-4a0e-a4f8-55cd57a94925,JOURNAL_ARTICLE,"Fishes of the genus Botia Gray, 1831, in the Indian region (Teleostei: Botiidae). Ichthyofile. 2(1): 1-38",2007,,
684541b4-93a3-4dd0-9bc0-7870523bd9ff,JOURNAL_ARTICLE,"Dactylogyrus agolumaccessorius n. sp. (Monogenea: Dactylogyridae) from the Bigmouth Shiner, Notropis dorsalis (Pisces: Cyprinidae). Comp. Parasitol.. 76(1): 40-43",2009,https://doi.org/10.1654/4369.1,
339831bc-27fa-416f-a150-78f88a9af3cd,JOURNAL_ARTICLE,"Redescription of the type species of Odontostilbe Cope, 1870 (Teleostei: Characidae: Cheirodontinae), and description of three new species from the Amazon basin. Neot. Ichthy.. 4(2): 167-196",2006,https://doi.org/10.1590/S1679-62252006000200004,
c6413dac-8b10-46d5-8a11-635bd285bc6a,JOURNAL_ARTICLE,Morphological Variation of the Palatal Organ and Chewing Pad of Catostomidae (Teleostei: Cypriniformes). J Morpho.. 272: 1092-1108,2011,https://doi.org/10.1002/jmor.10966,
903ac749-2f03-4eb9-8029-6ff9a7c2eb13,JOURNAL_ARTICLE,Morphometric variation and life history of the Cyprinid fish Notropis stramineus (Cope). Occ. Papers Mus. Nat. Hist.. 12: 1-28,1973,,
f1dc4cc3-bee3-4f84-ad7c-9c2cca8981b1,JOURNAL_ARTICLE,"Review of Polydactylus species (Perciformes: Polynemidae) characterized by a large black anterior lateral line spot, with descriptions of two new species. Ichthyol. Res.. 48: 337-354",2001,https://doi.org/10.1007/s10228-001-8157-y,
b0bf47f4-1490-4058-b44e-bc3d26d3ff5f,JOURNAL_ARTICLE,"The identity of Pseudecheneis sulcata (M’Clelland, 1842), with descriptions of two new species of rheophilic catfish (Teleostei: Sisoridae) from Nepal and China. Zootaxa. 1254: 45-68",2006,https://doi.org/10.11646/zootaxa.1254.1.3f,
b0c40e03-9789-4c7c-88a6-26c1cd721c3f,JOURNAL_ARTICLE,Description of two new species of Psilorhynchus (Ostariophysi: Psilorhynchidae) and redescription of P. balitora. Ichthyol. Explor. Freshwaters. 19(3): 215-232,2008,,
92f0046d-3612-42f2-9e9b-414a9ee816ba,JOURNAL_ARTICLE,"A new species of Psilorhynchus (Teleostei: Psilorhynchidae) from the Ataran River Basin, Myanmar, with comments on the generic name Psilorhynchoides. Zootaxa. 1663: 47-57",2007,https://doi.org/10.11646/zootaxa.3694.4.6,
bbf9a781-2137-4df6-8f68-09b52b59e821,JOURNAL_ARTICLE,The challenge of truly cryptic diversity: diagnosis and description of a new madtom catfish (Ictaluridae: Noturus). Zoo. Scr.. 35 (6): 581-595,2006,https://doi.org/10.1111/j.1463-6409.2006.00247.x,
9b862995-a9eb-4ff0-a14f-2e21ffbb0ffa,JOURNAL_ARTICLE,"Crystallaria cincotta, a new species of darter (Teleostei: Percidae) from the Elk River of the Ohio River drainage, West Virginia. Zootaxa. 1680: 62-68",2008,https://doi.org/10.5281/zenodo.180399,
affa052c-3425-4363-be26-2455482c962e,JOURNAL_ARTICLE,"Geographic Variation in a Cardinalfish, Apogon dianthus (Teleostei: Apogonidae). Proc. Cal. Acad. Sci.. 58(30): 601-605",2007,,
0f264358-a545-445d-8726-41f1d3cc18ec,JOURNAL_ARTICLE,"Checklist of catfishes, recent and fossil (Osteichthyes: Siluriformes), and catalogue of siluriform primary types. Zootaxa. 1418: 1-628",2007,https://doi.org/10.11646/zootaxa.1418.1.1,
d09d47e0-8a94-4863-b24d-abf1648c61a9,JOURNAL_ARTICLE,Identifying sharks with DNA barcodes: assessing the utility of a nucleotide diagnostic approach. Mol. Ecol. Res.. 9 (Supp1): 243-256,2009,https://doi.org/10.1111/j.1755-0998.2009.02653.x,
111bff57-2f26-49d5-8154-79ef34b0c90a,JOURNAL_ARTICLE,"Interrelationships of Atherinomorpha (medakas, flyingfishes, killifishes, silversides, and their relatives): The first evidence based on whole mitogenome sequences. Mol. Phylogenet. Evol.. 49(2): 598-605",2008,https://doi.org/10.1016/j.ympev.2008.08.008,
7bd762a4-2968-4f8a-a17c-6960093d9efd,0,Molecular systematics of fishes,1997,,
fa3f5fe5-ec31-4dd2-94e1-d07f82f46d54,JOURNAL_ARTICLE,Phylogenetic Relations among Percid Fishes as Inferred from Mitochondrial Cytochrome b DNA Sequence Data. Mol. Phylogenet. Evol.. 10(3): 343-353,1998,https://doi.org/10.1006/mpev.1998.0542,
e021e129-b050-47d7-9ada-a76415956e6d,JOURNAL_ARTICLE,A practical approach to phylogenomics: the phylogeny of ray-finned fish (Actinopterygii) as a case study. BMC Evo. Biol.. 7:44: 1-11,2007,https://doi.org/10.1186/1471-2148-7-44,
f8b03fed-e74d-416a-82c1-49c9cdc7449c,JOURNAL_ARTICLE,A molecular phylogeny of the groupers of the subfamily Epinephelinae (Serranidae) with a revised classification of the Epinephelini. Ichthyol. Res.. 54(1): 1-17,2007,https://doi.org/10.1007/s10228-006-0367-x,
ed721c9a-f21a-427c-be3e-f10ca88c1e18,JOURNAL_ARTICLE,A molecular phylogeny of the Grunts (Perciformes: Haemulidae) inferred using mitochondrial and nuclear genes. Zootaxa. 2966: 37-50,2011,https://doi.org/10.11646/zootaxa.2966.1.4,
df95fbab-946f-4f48-a9af-2d0cb67b0dba,JOURNAL_ARTICLE,DNA and meristic evidence for two species of giant stargazer (Teleostei: Uranoscopidae: Kathetostoma) in New Zealand waters. N.Z. J. Mar. Freshw. Res.. 40(3): 379-388,2006,https://doi.org/10.1080/00288330.2006.9517429,
4b458c39-f239-4577-ac0f-8223473073fe,JOURNAL_ARTICLE,"Resurrection and redescription of Squalus suckleyi (Girard, 1854) from the North Pacific, with comments on the Squalus acanthias subgroup (Squaliformes: Squalidae). Zootaxa. 2612: 22-40",2010,https://doi.org/10.11646/zootaxa.2612.1.2,
85e4adda-517e-4c9f-9a41-7d565f6d2add,JOURNAL_ARTICLE,Phylogenetic relationships among Boleosoma darter species (Percidae: Etheostoma). Mol. Phylogenet. Evol.. 53(1): 249-257,2009,https://doi.org/10.1016/j.ympev.2009.05.027,
6c89ce41-64d5-4ac0-be78-e07baaa3752a,JOURNAL_ARTICLE,Phylogenetic Relationships among Damselfishes (Teleostei: Pomacentridae) as Determined by Mitochondrial Ribosomal DNA Data. Copeia. (3): 591-601,2001,https://doi.org/10.1643/0045-8511(2001)001%5B0591:PRADTP%5D2.0.CO;2,
ab6dddb2-cdad-4a9c-9e87-b11877735670,JOURNAL_ARTICLE,"Phylogenetic relationships among families of Gadiformes (Teleostei, Paracanthopterygii) based on nuclear and mitochondrial data. Mol. Phylogenet. Evol.. 52(3): 688-704",2009,https://doi.org/10.1016/j.ympev.2009.03.020,
cc041fd9-b007-495c-9245-f526a994c384,JOURNAL_ARTICLE,Deep-sea mystery solved: astonishing larval transformations and extreme sexual dimorphism unite three fish families. Biol. Lett.. 5(2): 235-239,2009,https://doi.org/10.1098/rsbl.2008.0722,
94391a48-a677-4c9a-934f-47a53cd8d204,JOURNAL_ARTICLE,Molecular systematics of members of the Notropis dorsalis species group (Actinopterygii: Cyprinidae). Copeia. 2001(3): 638-645,2001,https://doi.org/10.1643/0045-8511(2001)001[0638:MSOMOT]2.0.CO;2,
90c5742d-7329-4b36-8e55-f6094644338d,DISSERTATION,"A Phylogenetic Analysis of the Asian Catfish Family Sisoridae (Teleostei: Siluriformes), and the Evolution of Epidermal Characters in the Group: 1-428",2006,https://deepblue.lib.umich.edu/handle/2027.42/126246,
4e59d264-1ab4-415d-b2e2-743be0479b73,JOURNAL_ARTICLE,Optimal data partitioning and a test case for ray-finned fishes (Actinopterygii) based on ten nuclear loci. Syst. Biol.. 57 (4): 519-539,2008,https://doi.org/10.1080/10635150802206883,
82c1d3c7-43b9-457c-83c2-5ba1025067f1,JOURNAL_ARTICLE,It’s a family matter: Molecular phylogenetics of Atheriniformes and the polyphyly of the surf silversides (Family: Notocheiridae). Mol. Phylogenet. Evol.. 62: 1025-1030,2012,https://doi.org/10.1016/j.ympev.2011.12.006,
472ad0d0-717d-43de-9b8e-22e0464ed733,JOURNAL_ARTICLE,Casting the percomorph net widely: The importance of broad taxonomic sampling in the search for the placement of serranid and percid fishes. Copeia. (1): 35-55,2007,https://doi.org/10.1643/0045-8511(2007)7%5B35:CTPNWT%5D2.0.CO;2,
15cf36d2-cae7-4397-8ea2-3ffaeb31d5f0,JOURNAL_ARTICLE,"Etrumeus makiawa, a New Species of Round Herring (Clupeidae: Dussumierinae) from the Hawaiian Islands. Pacific Science. 66(1): 97-110",2012,https://doi.org/10.2984/66.1.6,
65bb383f-2cc7-4a6b-9026-fea50a6134d2,JOURNAL_ARTICLE,History repeated: recent and historical mitochondrial introgression between the current darter Etheostoma uniporum and rainbow darter Etheostoma caeruleum (Teleostei: Percidae). J. Fish Biol.. 72(2): 418-434,2008,https://doi.org/10.1111/j.1095-8649.2007.01732.x,
bea5dcfa-85a5-4962-b469-6142ddda0855,JOURNAL_ARTICLE,Molecular phylogenetics of the butterflyfishes (Chaetodontidae): Taxonomy and biogeography of a global coral reef fish family. Mol. Phylogenet. Evol.. 45(1): 50-68,2007,https://doi.org/10.1016/j.ympev.2007.05.018,
9ce08b5a-e50a-42f5-8aa9-288b6b150350,JOURNAL_ARTICLE,"Independent origins for the racehorses of the seas: Bayesian and Maximum likelihood analyses resolve the inter-familial relationships of the Scombroidei (tuna, mackerel, swordfish, billfishes).",,,
082abbc7-63ea-4e16-bd2a-27bb75ac139f,DISSERTATION,Molecular Phylogeny and Larval Morphology: A New Hypothesis of Relationships for the Flatfish Family Pleuronectidae (Percomorpha: Pleuronectiformes).,2009,,
ca05bb54-f4c9-4185-b8da-b40088b1726c,JOURNAL_ARTICLE,Deep-ocean origin of the freshwater eels. Biol. Lett.. Online: 1-5,2009,https://doi.org/10.1098/rsbl.2009.0989,
0bcc0b6a-b262-4853-a0f9-38610054835b,JOURNAL_ARTICLE,Phylogenetic relationships of catostomid fishes (Actinopterygii: Cypriniformes) based on mitochondrial ND4/ND5 gene sequences. Mol. Phylogenet. Evol.. 54(3): 1028-1034,2010,https://doi.org/10.1016/j.ympev.2009.06.006,
886117d6-8269-42ce-a15b-edb578e82aa6,JOURNAL_ARTICLE,"Phylogeny of the eelpout genus Lycodes (Pisces, Zoarcidae) as inferred from mitochondrial cytochrome b and 12S rDNA. Mol. Phylogenet. Evol.. 26(3): 369-388",2003,https://doi.org/10.1016/S1055-7903(02)00362-7,
64937ddb-6763-4a10-96b2-c6e394a0c688,JOURNAL_ARTICLE,Phylogeny of finescale shiners of the genus Lythrurus (Cypriniformes: Cyprinidae) inferred from four mitochondrial genes. Mol. Phylogenet. Evol.. 42(2): 287-297,2007,https://doi.org/10.1016/j.ympev.2006.06.008,
de0e301f-acf4-441e-8595-ba9208aeccee,JOURNAL_ARTICLE,Evolutionary history of anglerfishes (Teleostei: Lophiiformes): a mitogenomic perspective. Evo. Bio.. 10: 1-27,2010,https://doi.org/10.1186/1471-2148-10-58,
cceb4dbb-2aa8-4f6c-8c2d-304423f89d34,JOURNAL_ARTICLE,Phylogeographic Analyses Suggest Multiple Lineages of Crystallaria asprella (Percidae: Etheostominae). Conserv. Genet.. 7(1): 129-147,2006,https://doi.org/10.1007/s10592-005-5681-8,
65a832f1-b2fd-4f18-84c6-dd0341832f7c,JOURNAL_ARTICLE,The influence of model averaging on clade posteriors: an example using the triggerfishes (Family Balistidae). Syst. Biol.. 57(6): 905-919,2008,https://doi.org/10.1080/10635150802562392,
dee6815c-2cf7-4d8f-a443-7ac86d5b294e,JOURNAL_ARTICLE,Phylogenetic Relationships of the Hybopsis amblops Species Group (Teleostei: Cyprinidae). Copeia. (4): 1092-1097,2002,https://doi.org/10.1643/0045-8511(2002)002%5B1092:PROTHA%5D2.0.CO;2,
aabe54ed-afb1-416e-83c8-98fc59166cc3,JOURNAL_ARTICLE,"Nuclear gene-inferred phylogenies resolve the relationships of the enigmatic Pygmy Sunfishes, Elassoma (Teleostei: Percomorpha). Mol. Phylogenet. Evol.. 63: 388-395",2012,https://doi.org/10.1016/j.ympev.2012.01.011,
4c807608-6ca5-45f7-b355-6100605c86a3,JOURNAL_ARTICLE,Phylogenetic relationships and evolutionary history of the reef fish family Labridae. Mol. Phylogenet. Evol.. 36(2): 370-390,2005,https://doi.org/10.1016/j.ympev.2005.02.001,
199e3191-8576-4d49-9cad-a2377f82a0d1,JOURNAL_ARTICLE,Phylogeography of Two Moray Eels Indicates High Dispersal Throughout the Indo-Pacific. Heredity. 101(4): 391-402,2010,https://doi.org/10.1093/jhered/esq036,
40423282-5c71-45ff-a861-0a4f299977a7,JOURNAL_ARTICLE,Phylogenetic relationships of the genera of North American sunfishes and basses (Percoidei: Centrarchidae) as evidenced by the mitochondrial cytochrome b gene. Copeia. (4): 897-905,2002,https://doi.org/10.1643/0045-8511(2002)002%5B0897:PROTGO%5D2.0.CO;2,
0e059909-bca8-4e34-ba41-03181adab4ef,JOURNAL_ARTICLE,Marine Fishes of California,,,
ce228eef-2acc-4011-a94c-c9713c9dd590,JOURNAL_ARTICLE,"The phylogenetic position of five genera (Acanthochromis, Azurina, Chrysiptera, Dischistodus, and Neopomacentrus) of damselfishes (Perciformes: Pomacentridae). Mol. Phylogenet. Evol.. 30(3): 823-828",2004,https://doi.org/10.1016/S1055-7903(03)00228-8,
008ea5da-ee51-40ce-a0f0-1dfeb12b1cd4,JOURNAL_ARTICLE,Acanthuroid relationships revisited: a new nuclear gene-based analysis that incorporates tetraodontiform representatives. Ichthyol. Res.. 55: 274-283,2008,https://doi.org/10.1007/s10228-007-0026-x,
9afe0e60-bb89-4406-a04f-5e7a264d9fa4,JOURNAL_ARTICLE,Genetic and morphological evidence for cryptic diversity in the Careproctus rastrinus species complex (Liparidae) of the North Pacific. Ichthyol. Res.. 58: 143-154,2011,https://doi.org/10.1007/s10228-010-0202-2,
293b5389-9409-41e0-ace0-c44306a320fb,JOURNAL_ARTICLE,Molecular systematics and global phylogeography of angel sharks (genus Squatina). Mol. Phylogenet. Evol.. 54(2): 395-404,2010,https://doi.org/10.1016/j.ympev.2009.07.029,
1f211d3c-721f-4820-b87d-f121e39d3ecf,JOURNAL_ARTICLE,The interrelationships of Acanthomorph fishes: A total evidence approach using molecular and morphological data. Bio. Sys. Ecol.. 28(4): 319-350,2000,https://doi.org/10.1016/S0305-1978(99)00069-1,
29eaa907-0f32-4aff-8b3e-50784bb3c2ef,JOURNAL_ARTICLE,Eptatretus strickrotti n. sp. (Myxinidae): first hagfish captured from a hydrothermal vent. Biol. Bull.. 212(1): 55-66,2007,https://doi.org/10.2307/25066580,
0c81eb9b-0752-46e5-abf7-27dd9622ab9d,JOURNAL_ARTICLE,Molecular phylogenetic relationships of family Haemulidae (Perciformes: Percoidei) and the related species based on mitochondrial and nuclear genes. Mito DNA. 23(4): 264-277,2012,https://doi.org/10.3109/19401736.2012.690746,
81a0b1b9-df56-4df8-8605-e190e01b8522,JOURNAL_ARTICLE,Phylogeny of Gobiidae and identification of gobiid lineages. Syst & Bio. 2011: 329-347,2011,https://doi.org/10.1080/14772000.2011.629011,
8c493e04-fc89-4e7a-94d8-7db44d99dcf7,JOURNAL_ARTICLE,"Phylogeny of Gobioidei and Placement within Acanthomorpha, with a New Classification and Investigation of Diversification and Character Evolution. Copeia. (1): 93-104",2009,https://doi.org/10.1643/CI-08-004,
470c80f3-2ea1-44e9-bccb-b638c080a36f,0,Origin and phylogenetic interrelationships of teleosts,,,
72e462a5-e27c-4e67-ae6c-547c49b2e840,JOURNAL_ARTICLE,Mitogenomic exploration of higher teleostean phylogenies: a case study for moderate-scale evolutionary genomics with 38 newly determined complete mitochondrial DNA sequences. Mol. Biol. Evol.. 18(11): 1993-2009,2001,https://doi.org/10.1093/oxfordjournals.molbev.a003741,
e5c78a75-6f0f-4f81-8812-8d6480e4846a,JOURNAL_ARTICLE,Mitogenomic evolution and interrelationships of the Cypriniformes (Actinopterygii: Ostariophysi): the first evidence toward resolution of higher-level relationships of the world's largest freshwater fish clade based on 59 whole mitogenome sequences. J. Mol. Evol.. 63(6): 826-841,2006,https://doi.org/10.1007/s00239-005-0293-y,
f4384fdc-4c0c-4a90-b8c9-12d2baecee5f,JOURNAL_ARTICLE,Phylogenetic position of tetraodontiform fishes within the higher teleosts: Bayesian inferences based on 44 whole mitochondrial genome sequences. Mol. Phylogenet. Evol.. 45: 89-101,2007,https://doi.org/10.1016/j.ympev.2007.03.008,
329d9e0f-3918-4c47-8977-7f55414625c5,JOURNAL_ARTICLE,Basal actinopterygian relationships: a mitogenomic perspective on the phylogeny of the 'ancient fish'. Mol. Phylogenet. Evol.. 26(1): 110-120,2003,https://doi.org/10.1016/S1055-7903(02)00331-7,
e7dc9fa6-d350-4a13-8d40-eabfaf348d34,JOURNAL_ARTICLE,A molecular analysis of the interrelationships of tetraodontiform fishes (Acanthomorpha: Tetraodontiformes). Mol. Phylo. Evo.. 34(3): 525-544,2005,https://doi.org/10.1016/j.ympev.2004.11.003,
7b9cc8b5-fba6-44c3-8038-0bf52bbf6908,JOURNAL_ARTICLE,"Evolution and diversification of a sexually dimorphic luminescent system in ponyfishes (Teleostei: Leiognathidae), including diagnoses for two new genera. Cladistics. 21(4): 305-327",2005,https://doi.org/10.1111/j.1096-0031.2005.00067.x,
f95fff63-f52a-40e2-883f-d94f675ab032,JOURNAL_ARTICLE,"Phylogenetic Relationships of Opsopoeodus emiliae, with Comments on the Taxonomic Implications of Discordance among Datasets. Copeia. 1: 82-92",2011,https://doi.org/10.1643/CI-10-004,
02162208-924b-4a0d-85cd-86abc5ab1a71,JOURNAL_ARTICLE,Genome size evolution in pufferfish: a comparative analysis of diodontid and tetraodontid pufferfish genomes. Genome Res.. 13(5): 821-830,2003,https://doi.org/10.1101/gr.841703,
d302207b-8fe3-43b1-ab8d-a123172a09bd,JOURNAL_ARTICLE,Venom evolution widespread in fishes: A road map for the bioprospecting of piscine venoms. J. Hered.. 97(3): 206-217,2006,https://doi.org/10.1093/jhered/esj034,
fd1a60a1-2f3f-4bb6-bbe1-9c828ef4ea75,JOURNAL_ARTICLE,Evidence from mitochondrial genomics supports the lower Mesozoic of South Asia as the time and place of basal divergence of cypriniform fishes (Actinopterygii: Ostariophysi). Zoo. J Linn. Soc.. 161: 633-662,2011,https://doi.org/10.1111/j.1096-3642.2010.00651.x,
d4c235d4-58c2-4a40-80fd-64e0ecc32216,JOURNAL_ARTICLE,Multiple Invasions into Freshwater by Pufferfishes (Teleostei: Tetraodontidae): A Mitogenomic Perspective. PloS ONE. 6(2): 1-13,2011,https://doi.org/10.1371/journal.pone.0017410,
5d96cc86-57c8-49dc-908a-c902176af2c6,JOURNAL_ARTICLE,A Mitochondrial DNA Perspective on the Molecular Systematics of the Sunfish Genus Lepomis (Actinopterygii; Centrarchidae). Copeia. (2): 340-346,2005,https://doi.org/10.1643/CG-04-035R1,
21ebcdac-182d-4532-ad8a-3d4134b9a29c,JOURNAL_ARTICLE,"Monophyly, phylogenetic position and inter-familial relationships of the Alepocephaliformes (Teleostei) based on whole mitogenome sequences. Mol. Phylogenet. Evol.. 47(3): 1111-1121",2008,https://doi.org/10.1016/j.ympev.2007.12.002,
0ee4d893-802c-42e8-82e7-b12bedf13e39,JOURNAL_ARTICLE,Genetic Variation at the Mitochondrial 16S rRNA Gene among Trichiurus lepturus (Teleostei:Trichiuridae) from Various Localities: Preliminary Evidence of a New Species from West Coast of Africa. Hydrobiologia. 563: 501-513,2006,https://doi.org/10.1007/s10750-006-0105-4,
f1c74951-bc30-4bba-b413-7ad50f9ca450,DISSERTATION,Evolutionary Relationships of the Enigmatic Anglerfishes (Teleostei: Lophiiformes): Can Nuclear DNA Provide Resolution for Conflicting Morphological and Mitochondrial Phylogenies? : 1-92,2014,https://digital.lib.washington.edu/researchworks/handle/1773/27481,
57dd9c1d-4516-48cd-bc14-d588f97bd3cd,JOURNAL_ARTICLE,"Molecular phylogenetics of moray eels (Muraenidae) demonstrates multiple origins of a shell-crushing jaw (Gymnomuraena, Echidna) and multiple colonizations of the Atlantic Ocean. Mol. Phylo. Evo.. 57: 829-835",2010,https://doi.org/10.1016/j.ympev.2010.07.013,
d14e32dc-4c14-4df9-99b8-fd0456fa4760,JOURNAL_ARTICLE,"Exploring the radiation of a diverse reef fish family: phylogenetics of the damselfishes (Pomacentridae), with new classifications based on molecular analyses of all genera. Mol. Phylogenet. Evol.. 52(1): 1-16",2009,https://doi.org/10.1016/j.ympev.2008.12.010,
