protocol_id	protocol_type
fb4698af2879ed603929856a7317f79553ae7d70	Longitud de la base al ápice en la mazorca. Las características cualitativas y cuantitativas de mazorca y grano, se midieron en gabinete. Para este caso se midieron 10 mazorcas y 10 semillas por mazorca.
553b4edb766c99cb08adc7b19b51055436432a8b	Longitud de la base al ápice en la mazorca. En cada colecta se programó obtener un mínimo de 20 y hasta 50 mazorcas representativas de la diversidad genética de cada maíz nativo existente en la comunidad, con énfasis en buscar razas poco frecuentes y que estén en peligro de extinción. Sin embargo, la mayoría de las veces no fue posible ni alcanzar el mínimo programado; es decir se realizaron colectas de hasta 1 o 2 mazorcas e inclusive en semilla se obtuvieron cantidades mínimas donde se consideraba un mínimo de 4.5 kg como tamaño de muestra.
b43c4996963911810439f9fcb963993d84569a27	Longitud de la base al ápice en la mazorca.
b5c01fdaa0c1d82e0163d9313ea41c22a81d0d09	Longitud de la base al ápice en la mazorca.
c1a8e24448477f4087bd0c37424948f294af5bef	Longitud de la base al ápice en la mazorca.
8064a95bb7103fe1a9f40fca48ea3b51f887569e	Longitud de la base al ápice en la mazorca. La colecta fue realizada tanto en campo (parcelas) como en trojes de las viviendas de productores cooperantes, obteniéndose una muestra de 50 mazorcas por colecta, siempre que ello fue posible; no se hicieron colectas cuando el productor ya había cosechado y desgranado su maíz. Las muestras de los ejemplares colectados, fueron colocadas en costales o arpillas individuales para una mejor ventilación y secado rápido. De cada muestra-colecta se separaron 15 mazorcas representativas para la descripción cuantitativa y cualitativa; ellas se ordenaron y numeraron de menos a más a longitud de mazorca, y se escogieron las 10 del centro y ellas fueron las repeticiones 1 a 10 de cada colecta.
b15fdd0896f57c75fe4ca255a4134ebec147f21f	Longitud de la base al ápice en la mazorca. Las colectas fueron concentradas en el campo experimental, donde se empezó a procesar las mazorcas con una foto de 10 mazorcas para foto documentar las colectas y se desgranaron las 30 mazorcas de la muestra. 
1189c055d0c7db4a9e74ddea229a258abbb31e10	Es el número de hileras de granos que tiene una mazorca. La recolección de germoplasma de los maíces criollos se realizó usando una modificación a la metodología propuesta por Hernández (1972), considerando la experiencia vivida en la recolección de maíces criollos en el 2006. Se recolectaron 50 mazorcas para cada una de las muestras de maíz ó 5 kg de semilla con cinco de sus mazorcas ó sus respectivos olotes (los cuales a veces es difícil obtener). Para la toma de datos agronómicos, debido a que las muestras de maíz no presentan el mismo error de muestreo (al escoger las mazorcas para semilla por el agricultor por tener diferentes criterios de selección ó mazorcas por el recolector) y de manejo agronómico homogéneo, los maíces recolectados se separaron en dos grupos climáticos para su siembra. El primer grupo estuvo constituido por maíces de clima subtropical y tropical. Estos maíces fueron sembrados a finales de mayo en el Campo Experimental “La Carreta” de la Universidad Autónoma Chapingo (1820 msnm). El segundo grupo estuvo constituido por maíces de clima de Transición y Tierras Altas y fueron sembrados a finales de mayo y a principios de junio en Zacapu (1950 msnm), Morelia (1900 msnm) y Erongarícuaro (2000 msnm), Mich. Las colectas de maíz y teocinte que se recolectaron en noviembre del 2007 y enero del 2008 fueron sembradas en febrero en Ziracuaretiro, Mich. (1200 msnm).
7bab9a4cb48af58292989c14af08bde3c7a6b5ca	Es el número de hileras de granos que tiene una mazorca. En la gran mayoría de los casos se pudieron sustraer las 50 mazorcas de los “monos” o montones de plantas tiradas, según el protocolo estandarizado. En esos casos se cuidaba de utilizar diferentes montones y distribuidos en toda la tabla o parcela. Para la segunda etapa dado lo avanzado del ciclo algunas muestras ya fueron sustraídas de las trojes. En ese caso se hizo un esfuerzo conciente de que fuera una muestra aleatoria de toda la población, aun cuando los productores insistían en que se tomaran las más “bonitas”. En gabinete se procedió a la descripción cuantitativa y cualitativa de una submuestra de 20 mazorcas.
274bce2503d2e19703ce358af57576738b7759ed	Es el número de hileras de granos que tiene una mazorca. En cada colecta se obtuvieron 50 mazorcas representativas de la diversidad genética de cada maíz nativo existente en la comunidad. Únicamente en seis de las colectas no se completaron las 50 mazorcas y estas variaron de 20 a 40 por muestra. Las colectas se realizaron durante los meses de enero a abril, por lo que debido a lo extemporáneo de la época de colecta de las muestras, estas se realizaron directamente de la troje, seleccionando las 50 mejores mazorcas de cada colecta. Las características cualitativas y cuantitativas de mazorca y grano, se midieron en gabinete. Para este caso se midieron 10 mazorcas y 10 semillas por mazorca. 
8b6ff71f667c082a57eac322f6f4f7fe137cebd6	Es el número de hileras de granos que tiene una mazorca. Se realizó la caracterización cualitativa y cuantitativa de los materiales, donde se le toman datos a diez mazorcas por colecta y se realizan los cálculos promedios.
56ea71521fc74ed16131112e5e2f575474d41a34	Es el número de hileras de granos que tiene una mazorca. La cantidad de colectas por sitio de muestreo se determinó de acuerdo a la diversidad del germoplasma sembrado: variación inter-racial, usos, tiempo de sembrado por el agricultor y a la variación en el ambiente en que se siembra. En cada colecta se obtuvieron de 20 a 50 mazorcas, y en algunos casos semilla, representativas de la diversidad genética de cada maíz nativo existente en la 23 comunidad. Cuando fue posible visitar los lotes de producción, se tomaron datos de planta considerados en la hoja de pasaporte. Las características cualitativas y cuantitativas de mazorca y grano, se midieron en gabinete.
6a1c4a397e633edc6d263dd31bde4afb3ffb7170	Es el número de hileras de granos que tiene una mazorca.
d2509614e2e711196e8ff50f122bd4e701e35ce7	Es el número de hileras de granos que tiene una mazorca. Se colectaron muestras en campo y en trojes, obteniendo 30 mazorcas por muestra o en su caso grano de maíz. Una vez obtenidas las muestras se procedió a determinar las características cualitativas y cuantitativas, para esto se se seleccionaron 10 mazorcas.
f91186cb45af66c0037aed4d22819c13451c7c79	Es el número de hileras de granos que tiene una mazorca.
aff8b5bd79a61977f1bafa6d6ca472729aef6462	Es el número de hileras de granos que tiene una mazorca. Las características cualitativas y cuantitativas de mazorca y grano, se midieron en gabinete. Para este caso se midieron 10 mazorcas y 10 semillas por mazorca.
f88ee74f0792596e972ac3d9be31ff7c837640fd	Es el número de hileras de granos que tiene una mazorca. En cada colecta se programó obtener un mínimo de 20 y hasta 50 mazorcas representativas de la diversidad genética de cada maíz nativo existente en la comunidad, con énfasis en buscar razas poco frecuentes y que estén en peligro de extinción. Sin embargo, la mayoría de las veces no fue posible ni alcanzar el mínimo programado; es decir se realizaron colectas de hasta 1 o 2 mazorcas e inclusive en semilla se obtuvieron cantidades mínimas donde se consideraba un mínimo de 4.5 kg como tamaño de muestra.
3783af9592d1bdf62a0390ce0ecc8c1eca1763e0	Es el número de hileras de granos que tiene una mazorca.
51a99b6aa23688a3cdb65a69fdf79ebc71c2403d	Es el número de hileras de granos que tiene una mazorca.
68feb0b6e8af9452b87ea374dae1ce51e4e1afa7	Es el número de hileras de granos que tiene una mazorca.
2154cff69eb19cca60a672dfa39308d8f8df99a6	Es el número de hileras de granos que tiene una mazorca. La colecta fue realizada tanto en campo (parcelas) como en trojes de las viviendas de productores cooperantes, obteniéndose una muestra de 50 mazorcas por colecta, siempre que ello fue posible; no se hicieron colectas cuando el productor ya había cosechado y desgranado su maíz. Las muestras de los ejemplares colectados, fueron colocadas en costales o arpillas individuales para una mejor ventilación y secado rápido. De cada muestra-colecta se separaron 15 mazorcas representativas para la descripción cuantitativa y cualitativa; ellas se ordenaron y numeraron de menos a más a longitud de mazorca, y se escogieron las 10 del centro y ellas fueron las repeticiones 1 a 10 de cada colecta.
3478bed93c11ec183682dd45e3529afc8b890632	Es el número de hileras de granos que tiene una mazorca. Las colectas fueron concentradas en el campo experimental, donde se empezó a procesar las mazorcas con una foto de 10 mazorcas para foto documentar las colectas y se desgranaron las 30 mazorcas de la muestra. 
ce4881b47809a19b047a50294e3f23c690953aaa	Es el número de granos que tiene cada hilera. La recolección de germoplasma de los maíces criollos se realizó usando una modificación a la metodología propuesta por Hernández (1972), considerando la experiencia vivida en la recolección de maíces criollos en el 2006. Se recolectaron 50 mazorcas para cada una de las muestras de maíz ó 5 kg de semilla con cinco de sus mazorcas ó sus respectivos olotes (los cuales a veces es difícil obtener). Para la toma de datos agronómicos, debido a que las muestras de maíz no presentan el mismo error de muestreo (al escoger las mazorcas para semilla por el agricultor por tener diferentes criterios de selección ó mazorcas por el recolector) y de manejo agronómico homogéneo, los maíces recolectados se separaron en dos grupos climáticos para su siembra. El primer grupo estuvo constituido por maíces de clima subtropical y tropical. Estos maíces fueron sembrados a finales de mayo en el Campo Experimental “La Carreta” de la Universidad Autónoma Chapingo (1820 msnm). El segundo grupo estuvo constituido por maíces de clima de Transición y Tierras Altas y fueron sembrados a finales de mayo y a principios de junio en Zacapu (1950 msnm), Morelia (1900 msnm) y Erongarícuaro (2000 msnm), Mich. Las colectas de maíz y teocinte que se recolectaron en noviembre del 2007 y enero del 2008 fueron sembradas en febrero en Ziracuaretiro, Mich. (1200 msnm).
fb45e3001d640f2d007ac23500890a151c6b5eed	Es el número de granos que tiene cada hilera. En la gran mayoría de los casos se pudieron sustraer las 50 mazorcas de los “monos” o montones de plantas tiradas, según el protocolo estandarizado. En esos casos se cuidaba de utilizar diferentes montones y distribuidos en toda la tabla o parcela. Para la segunda etapa dado lo avanzado del ciclo algunas muestras ya fueron sustraídas de las trojes. En ese caso se hizo un esfuerzo conciente de que fuera una muestra aleatoria de toda la población, aun cuando los productores insistían en que se tomaran las más “bonitas”. En gabinete se procedió a la descripción cuantitativa y cualitativa de una submuestra de 20 mazorcas.
2b8f0329d711ce61d5dbc87ecb35b5a10805d514	Es el número de granos que tiene cada hilera.
6302c12fbd9a32c455038e3ad9495949b05254eb	Es el número de granos que tiene cada hilera. Se realizó la caracterización cualitativa y cuantitativa de los materiales, donde se le toman datos a diez mazorcas por colecta y se realizan los cálculos promedios.
dfd24b78cc7efd9b66ef4741add080cfcfdb3b66	Es el número de granos que tiene cada hilera. La cantidad de colectas por sitio de muestreo se determinó de acuerdo a la diversidad del germoplasma sembrado: variación inter-racial, usos, tiempo de sembrado por el agricultor y a la variación en el ambiente en que se siembra. En cada colecta se obtuvieron de 20 a 50 mazorcas, y en algunos casos semilla, representativas de la diversidad genética de cada maíz nativo existente en la 23 comunidad. Cuando fue posible visitar los lotes de producción, se tomaron datos de planta considerados en la hoja de pasaporte. Las características cualitativas y cuantitativas de mazorca y grano, se midieron en gabinete.
234be1534525b92ade9471acd7b0db6f22277cb8	Es el número de granos que tiene cada hilera.
eb83e6a826df672951a4bb6c39731d27ff0925c0	Es el número de granos que tiene cada hilera. Se colectaron muestras en campo y en trojes, obteniendo 30 mazorcas por muestra o en su caso grano de maíz. Una vez obtenidas las muestras se procedió a determinar las características cualitativas y cuantitativas, para esto se se seleccionaron 10 mazorcas.
fd4d4fb22f7fbf053bdb387ea0da1114f59f2757	Es el número de granos que tiene cada hilera.
7c3d7fb1ecd9ce86b69d07e2f73bb608c50c490d	Es el número de granos que tiene cada hilera. Las características cualitativas y cuantitativas de mazorca y grano, se midieron en gabinete. Para este caso se midieron 10 mazorcas y 10 semillas por mazorca.
6ccb1e92c3fa95827cee9d101eb90c261ad7f69f	Es el número de granos que tiene cada hilera. En cada colecta se programó obtener un mínimo de 20 y hasta 50 mazorcas representativas de la diversidad genética de cada maíz nativo existente en la comunidad, con énfasis en buscar razas poco frecuentes y que estén en peligro de extinción. Sin embargo, la mayoría de las veces no fue posible ni alcanzar el mínimo programado; es decir se realizaron colectas de hasta 1 o 2 mazorcas e inclusive en semilla se obtuvieron cantidades mínimas donde se consideraba un mínimo de 4.5 kg como tamaño de muestra.
b8d70d8febb11df7af8e1224d0930bfbd0e5c383	Es el número de granos que tiene cada hilera.
6ed644bd12dd65628bfe1a1162986a1beca3a8aa	Es el número de granos que tiene cada hilera.
78bf60a46e89db988c6372d4adc716bd3a25f054	Es el número de granos que tiene cada hilera.
5262bff3ca2ab4008b43a6151ec9f147ee1b7835	Es el número de granos que tiene cada hilera. La colecta fue realizada tanto en campo (parcelas) como en trojes de las viviendas de productores cooperantes, obteniéndose una muestra de 50 mazorcas por colecta, siempre que ello fue posible; no se hicieron colectas cuando el productor ya había cosechado y desgranado su maíz. Las muestras de los ejemplares colectados, fueron colocadas en costales o arpillas individuales para una mejor ventilación y secado rápido. De cada muestra-colecta se separaron 15 mazorcas representativas para la descripción cuantitativa y cualitativa; ellas se ordenaron y numeraron de menos a más a longitud de mazorca, y se escogieron las 10 del centro y ellas fueron las repeticiones 1 a 10 de cada colecta.
acba982cec446e6bb55e9378f9af90c75b924bb7	Es el número de granos que tiene cada hilera. Las colectas fueron concentradas en el campo experimental, donde se empezó a procesar las mazorcas con una foto de 10 mazorcas para foto documentar las colectas y se desgranaron las 30 mazorcas de la muestra. 
279a74a07b7bc3a93eb9c8aa8460f3dbd759005a	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7. La recolección de germoplasma de los maíces criollos se realizó usando una modificación a la metodología propuesta por Hernández (1972), considerando la experiencia vivida en la recolección de maíces criollos en el 2006. Se recolectaron 50 mazorcas para cada una de las muestras de maíz ó 5 kg de semilla con cinco de sus mazorcas ó sus respectivos olotes (los cuales a veces es difícil obtener). Para la toma de datos agronómicos, debido a que las muestras de maíz no presentan el mismo error de muestreo (al escoger las mazorcas para semilla por el agricultor por tener diferentes criterios de selección ó mazorcas por el recolector) y de manejo agronómico homogéneo, los maíces recolectados se separaron en dos grupos climáticos para su siembra. El primer grupo estuvo constituido por maíces de clima subtropical y tropical. Estos maíces fueron sembrados a finales de mayo en el Campo Experimental “La Carreta” de la Universidad Autónoma Chapingo (1820 msnm). El segundo grupo estuvo constituido por maíces de clima de Transición y Tierras Altas y fueron sembrados a finales de mayo y a principios de junio en Zacapu (1950 msnm), Morelia (1900 msnm) y Erongarícuaro (2000 msnm), Mich. Las colectas de maíz y teocinte que se recolectaron en noviembre del 2007 y enero del 2008 fueron sembradas en febrero en Ziracuaretiro, Mich. (1200 msnm).
8560ce2d5689fa65e6860185e0a68f316df2205a	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7. En la gran mayoría de los casos se pudieron sustraer las 50 mazorcas de los “monos” o montones de plantas tiradas, según el protocolo estandarizado. En esos casos se cuidaba de utilizar diferentes montones y distribuidos en toda la tabla o parcela. Para la segunda etapa dado lo avanzado del ciclo algunas muestras ya fueron sustraídas de las trojes. En ese caso se hizo un esfuerzo conciente de que fuera una muestra aleatoria de toda la población, aun cuando los productores insistían en que se tomaran las más “bonitas”. En gabinete se procedió a la descripción cuantitativa y cualitativa de una submuestra de 20 mazorcas.
dcc212ea57fd2c34f3f3d7562d4ce48e4c18ee90	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7. En cada colecta se obtuvieron 50 mazorcas representativas de la diversidad genética de cada maíz nativo existente en la comunidad. Únicamente en seis de las colectas no se completaron las 50 mazorcas y estas variaron de 20 a 40 por muestra. Las colectas se realizaron durante los meses de enero a abril, por lo que debido a lo extemporáneo de la época de colecta de las muestras, estas se realizaron directamente de la troje, seleccionando las 50 mejores mazorcas de cada colecta. Las características cualitativas y cuantitativas de mazorca y grano, se midieron en gabinete. Para este caso se midieron 10 mazorcas y 10 semillas por mazorca. 
1c110a9bae6b415c42766b322998bb1aa3afe006	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7. Se realizó la caracterización cualitativa y cuantitativa de los materiales, donde se le toman datos a diez mazorcas por colecta y se realizan los cálculos promedios.
34d4f84d3046526ea6163f05287e9077f5e42d75	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7. La cantidad de colectas por sitio de muestreo se determinó de acuerdo a la diversidad del germoplasma sembrado: variación inter-racial, usos, tiempo de sembrado por el agricultor y a la variación en el ambiente en que se siembra. En cada colecta se obtuvieron de 20 a 50 mazorcas, y en algunos casos semilla, representativas de la diversidad genética de cada maíz nativo existente en la 23 comunidad. Cuando fue posible visitar los lotes de producción, se tomaron datos de planta considerados en la hoja de pasaporte. Las características cualitativas y cuantitativas de mazorca y grano, se midieron en gabinete.
fc967da4e81bc5cf3b305356ff8dd08674b382dc	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7.
b114c169fcd5683109ef0763fa91601958cc03b3	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7. Se colectaron muestras en campo y en trojes, obteniendo 30 mazorcas por muestra o en su caso grano de maíz. Una vez obtenidas las muestras se procedió a determinar las características cualitativas y cuantitativas, para esto se se seleccionaron 10 mazorcas. Una vez caracterizada la mazorca se procedió a caracterizar el grano, se seleccionaron 5 mazorcas, se desgranó cada mazorca dejando 10 granos por mazorca. 
f7deaa51c3f2f7f1867044bf66ff922f09981753	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7.
aa34a539568b4c14987a979f92255fe0079dca0e	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7. Las características cualitativas y cuantitativas de mazorca y grano, se midieron en gabinete. Para este caso se midieron 10 mazorcas y 10 semillas por mazorca.
9844ab38a837b3dd6f776b4d701267d30c327d2f	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7. En cada colecta se programó obtener un mínimo de 20 y hasta 50 mazorcas representativas de la diversidad genética de cada maíz nativo existente en la comunidad, con énfasis en buscar razas poco frecuentes y que estén en peligro de extinción. Sin embargo, la mayoría de las veces no fue posible ni alcanzar el mínimo programado; es decir se realizaron colectas de hasta 1 o 2 mazorcas e inclusive en semilla se obtuvieron cantidades mínimas donde se consideraba un mínimo de 4.5 kg como tamaño de muestra.
428df98a8732d657e97dab9cde39b2f3e5f4a12f	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7.
ab1cbde23833576a854145ec6be2f67714271f5c	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7.
5bef8f02bf5267bae40a1ab8cc6c5b3a27c9eae0	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7.
52a69f155be67d247d74048add5156c4f7a27bdc	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7. La colecta fue realizada tanto en campo (parcelas) como en trojes de las viviendas de productores cooperantes, obteniéndose una muestra de 50 mazorcas por colecta, siempre que ello fue posible; no se hicieron colectas cuando el productor ya había cosechado y desgranado su maíz. Las muestras de los ejemplares colectados, fueron colocadas en costales o arpillas individuales para una mejor ventilación y secado rápido. De cada muestra-colecta se separaron 15 mazorcas representativas para la descripción cuantitativa y cualitativa; ellas se ordenaron y numeraron de menos a más a longitud de mazorca, y se escogieron las 10 del centro y ellas fueron las repeticiones 1 a 10 de cada colecta.
a46a17c66088ca46e8f2571a4926cb855d54be87	Diámetro del olote en la parte central conforme a la Figura 1 del Anexo 7. Las colectas fueron concentradas en el campo experimental, donde se empezó a procesar las mazorcas con una foto de 10 mazorcas para foto documentar las colectas y se desgranaron las 30 mazorcas de la muestra. 
950d8e169f99a2c9565a9f7eb2d30d9f2706b362	Diámetro de la parte central de la mazorca, conforme a la Figura 1 del Anexo 7. La recolección de germoplasma de los maíces criollos se realizó usando una modificación a la metodología propuesta por Hernández (1972), considerando la experiencia vivida en la recolección de maíces criollos en el 2006. Se recolectaron 50 mazorcas para cada una de las muestras de maíz ó 5 kg de semilla con cinco de sus mazorcas ó sus respectivos olotes (los cuales a veces es difícil obtener). Para la toma de datos agronómicos, debido a que las muestras de maíz no presentan el mismo error de muestreo (al escoger las mazorcas para semilla por el agricultor por tener diferentes criterios de selección ó mazorcas por el recolector) y de manejo agronómico homogéneo, los maíces recolectados se separaron en dos grupos climáticos para su siembra. El primer grupo estuvo constituido por maíces de clima subtropical y tropical. Estos maíces fueron sembrados a finales de mayo en el Campo Experimental “La Carreta” de la Universidad Autónoma Chapingo (1820 msnm). El segundo grupo estuvo constituido por maíces de clima de Transición y Tierras Altas y fueron sembrados a finales de mayo y a principios de junio en Zacapu (1950 msnm), Morelia (1900 msnm) y Erongarícuaro (2000 msnm), Mich. Las colectas de maíz y teocinte que se recolectaron en noviembre del 2007 y enero del 2008 fueron sembradas en febrero en Ziracuaretiro, Mich. (1200 msnm).
3758966adc2ef59966ef529236104d18e414e84c	Diámetro de la parte central de la mazorca, conforme a la Figura 1 del Anexo 7. En la gran mayoría de los casos se pudieron sustraer las 50 mazorcas de los “monos” o montones de plantas tiradas, según el protocolo estandarizado. En esos casos se cuidaba de utilizar diferentes montones y distribuidos en toda la tabla o parcela. Para la segunda etapa dado lo avanzado del ciclo algunas muestras ya fueron sustraídas de las trojes. En ese caso se hizo un esfuerzo conciente de que fuera una muestra aleatoria de toda la población, aun cuando los productores insistían en que se tomaran las más “bonitas”. En gabinete se procedió a la descripción cuantitativa y cualitativa de una submuestra de 20 mazorcas.
424e6680d889b2ba4245a90503cc4aa6eeabd3d5	Diámetro de la parte central de la mazorca, conforme a la Figura 1 del Anexo 7. En cada colecta se obtuvieron 50 mazorcas representativas de la diversidad genética de cada maíz nativo existente en la comunidad. Únicamente en seis de las colectas no se completaron las 50 mazorcas y estas variaron de 20 a 40 por muestra. Las colectas se realizaron durante los meses de enero a abril, por lo que debido a lo extemporáneo de la época de colecta de las muestras, estas se realizaron directamente de la troje, seleccionando las 50 mejores mazorcas de cada colecta. Las características cualitativas y cuantitativas de mazorca y grano, se midieron en gabinete. Para este caso se midieron 10 mazorcas y 10 semillas por mazorca. 
18803fdce519922f0bb5b94531e017df9980b760	Diámetro de la parte central de la mazorca, conforme a la Figura 1 del Anexo 7. Se realizó la caracterización cualitativa y cuantitativa de los materiales, donde se le toman datos a diez mazorcas por colecta y se realizan los cálculos promedios.
